,testID,assessmentItemID,difficultyLevel,discriminationLevel,guessLevel,knowledgeTag,Timestamp
54,A070000007,A070007008,0.0233970356,2.3893171825,0.1360110485,607,2021-01-08 06:08:25.336946
55,A070000007,A070007007,-0.082895801,23.2745937931,0.2250729565,3820,2021-01-08 06:08:25.336946
56,A070000007,A070007006,0.4054930596,2.5765752946,2.541e-07,3795,2021-01-08 06:08:25.336946
57,A070000007,A070007005,0.6025870225,2.0314827992,0.1525258662,3795,2021-01-08 06:08:25.336946
58,A070000007,A070007001,-0.7771163936,1.4924939162,0.0002361692,3798,2021-01-08 06:08:25.336946
59,A070000007,A070007004,-0.1189614784,5.1882447508,0.2978706429,3795,2021-01-08 06:08:25.336946
60,A070000007,A070007009,-0.0424897188,3.8797123787,1.203e-07,607,2021-01-08 06:08:25.336946
61,A070000007,A070007003,-0.2062449427,2.4625121338,0.1282187604,3798,2021-01-08 06:08:25.336946
62,A070000007,A070007002,-0.3416107175,2.2471116974,1.82729e-05,3798,2021-01-08 06:08:25.336946
63,A070000008,A070008005,-0.3121039495,2.8183887734,1.61e-08,3795,2021-01-08 06:08:25.336946
64,A070000008,A070008008,0.0438147009,2.0501387274,0.3,3820,2021-01-08 06:08:25.336946
65,A070000008,A070008007,-0.0705175193,2.2984672257,0.0315487657,607,2021-01-08 06:08:25.336946
66,A070000008,A070008003,0.0096794569,2.7535293577,5.4e-09,3798,2021-01-08 06:08:25.336946
67,A070000008,A070008004,-1.0256221658,2.5516553432,3.3086e-05,3795,2021-01-08 06:08:25.336946
68,A070000008,A070008006,-0.0984654869,4.1116322244,0.1783910415,3795,2021-01-08 06:08:25.336946
69,A070000008,A070008001,-0.8146559796,2.6507847087,8.233e-07,3798,2021-01-08 06:08:25.336946
70,A070000008,A070008009,0.4316842791,1.7833992088,0.0157516816,3820,2021-01-08 06:08:25.336946
71,A070000008,A070008002,-0.5711866995,2.8040849252,9.5392e-06,3798,2021-01-08 06:08:25.336946
72,A070000009,A070009005,-0.1712126007,2.727314104,0.0420966429,3820,2021-01-08 06:08:25.336946
73,A070000009,A070009009,1.2196548912,15.9586006163,0.2948188027,3795,2021-01-08 06:08:25.336946
74,A070000009,A070009004,-0.2058563696,1.4460782275,0.0730892597,3820,2021-01-08 06:08:25.336946
75,A070000009,A070009002,-0.8756547744,1.5608085188,0.0201473115,3820,2021-01-08 06:08:25.336946
76,A070000009,A070009001,-0.3718547135,4.383556425,0.0256260776,3820,2021-01-08 06:08:25.336946
77,A070000009,A070009007,1.435050205,14.2516994781,0.2999956969,3820,2021-01-08 06:08:25.336946
78,A070000009,A070009003,1.3444335279,22.1124355169,0.2833155555,3820,2021-01-08 06:08:25.336946
79,A070000009,A070009008,0.4478457527,5.3978196467,0.2260640896,3820,2021-01-08 06:08:25.336946
80,A070000010,A070010005,-0.030145811,14.5173444513,0.1754833079,3820,2021-01-08 06:08:25.336946
81,A070000010,A070010002,-0.6450615874,2.0681770927,0.0014529019,3820,2021-01-08 06:08:25.336946
82,A070000010,A070010008,1.8131198453,3.3344054554,0.1016697414,3820,2021-01-08 06:08:25.336946
83,A070000010,A070010006,0.0094479697,6.0579932428,0.1580091249,3820,2021-01-08 06:08:25.336946
84,A070000010,A070010007,-0.2298083333,2.8336905545,2.16988e-05,3795,2021-01-08 06:08:25.336946
85,A070000010,A070010001,-1.0241592672,2.0131445979,0.000432413,3820,2021-01-08 06:08:25.336946
86,A070000010,A070010009,0.503343798,1.5442362804,0.2522644515,3820,2021-01-08 06:08:25.336946
87,A070000010,A070010004,-1.0490467093,2.4022330395,0.0002969761,3820,2021-01-08 06:08:25.336946
88,A070000010,A070010003,1.1928684446,1.8794226991,0.0708521803,3820,2021-01-08 06:08:25.336946
89,A070000011,A070011005,-0.1881216741,2.5519486762,4.16e-08,3804,2021-01-08 06:08:25.336946
90,A070000011,A070011002,-0.0458940208,1.6945663285,6.086e-07,3806,2021-01-08 06:08:25.336946
91,A070000011,A070011009,0.5955565572,14.9278110299,0.2245772998,3806,2021-01-08 06:08:25.336946
92,A070000011,A070011003,0.0921705639,3.6342495471,0.2529203542,4746,2021-01-08 06:08:25.336946
93,A070000011,A070011008,0.7869877098,2.3378897104,0.1458015203,3820,2021-01-08 06:08:25.336946
94,A070000011,A070011006,0.2717592402,4.3297362762,0.1517916142,3804,2021-01-08 06:08:25.336946
95,A070000011,A070011004,0.1632825133,2.6820890982,1.101e-07,3821,2021-01-08 06:08:25.336946
96,A070000011,A070011007,0.6034841256,17.3143161784,0.1093494905,3798,2021-01-08 06:08:25.336946
97,A070000011,A070011001,-0.3706497743,2.1225900649,0.0987577947,3806,2021-01-08 06:08:25.336946
98,A070000012,A070012005,-0.3389372055,2.6020681335,0.0552848067,3806,2021-01-08 06:08:25.336946
99,A070000012,A070012002,-0.4599485733,2.197206972,0.0003433867,4746,2021-01-08 06:08:25.336946
100,A070000012,A070012003,0.2747088798,1.370889229,0.2064690874,4746,2021-01-08 06:08:25.336946
101,A070000012,A070012006,-0.1301566253,2.6494734662,0.2281943716,3804,2021-01-08 06:08:25.336946
102,A070000012,A070012004,-0.1990313994,2.3605969705,0.0003281714,3804,2021-01-08 06:08:25.336946
103,A070000012,A070012001,-0.8707344449,2.1067851491,0.0065726803,4746,2021-01-08 06:08:25.336946
104,A070000012,A070012009,0.5551603644,2.5850493159,0.1421813833,3806,2021-01-08 06:08:25.336946
105,A070000012,A070012008,0.0903641101,3.8983155671,0.2216627101,4746,2021-01-08 06:08:25.336946
106,A070000012,A070012007,-0.2588242363,2.3761275896,0.2532903902,4746,2021-01-08 06:08:25.336946
107,A070000013,A070013002,0.300975186,0.6515981775,0.0127804703,3821,2021-01-08 06:08:25.336946
108,A070000013,A070013009,0.7046912176,19.4340702252,0.0,3804,2021-01-08 06:08:25.336946
109,A070000013,A070013006,0.0833218835,3.7646112899,0.1445304569,3821,2021-01-08 06:08:25.336946
110,A070000013,A070013008,0.7237488824,18.1302077167,0.0,3821,2021-01-08 06:08:25.336946
111,A070000013,A070013007,0.4688933311,3.673675839,0.0164924581,3804,2021-01-08 06:08:25.336946
112,A070000013,A070013005,-0.1411513598,1.9786408258,5.9349e-06,3821,2021-01-08 06:08:25.336946
113,A070000013,A070013004,-0.1770548794,2.1043302111,3.6197e-06,3821,2021-01-08 06:08:25.336946
114,A070000013,A070013003,0.9964199966,0.6396848912,3.91295e-05,3821,2021-01-08 06:08:25.336946
115,A070000013,A070013001,-0.444528722,3.5106255324,0.1306980598,3821,2021-01-08 06:08:25.336946
116,A070000014,A070014005,-0.2065800994,2.4521417301,0.1290597663,3821,2021-01-08 06:08:25.336946
117,A070000014,A070014008,0.6622319596,26.3787568546,0.0125346237,3795,2021-01-08 06:08:25.336946
118,A070000014,A070014009,0.7310867758,15.1272474309,1.5e-09,3821,2021-01-08 06:08:25.336946
119,A070000014,A070014007,0.5016909185,2.3549568851,2.400802165e-56,3821,2021-01-08 06:08:25.336946
120,A070000014,A070014003,-0.8749033755,1.7368590766,4.387e-07,3821,2021-01-08 06:08:25.336946
121,A070000014,A070014004,-0.7542453119,1.5978443076,2.5e-09,3821,2021-01-08 06:08:25.336946
122,A070000014,A070014001,-0.7982547105,2.4215909605,1.41107e-05,3821,2021-01-08 06:08:25.336946
123,A070000014,A070014006,0.4038778963,1.8835402601,0.0258176999,3821,2021-01-08 06:08:25.336946
124,A070000014,A070014002,-0.4444062925,2.1813831747,2.17885e-05,3821,2021-01-08 06:08:25.336946
125,A070000015,A070015001,0.3233818918,1.7495720387,0.2999213281,3820,2021-01-08 06:08:25.336946
126,A070000015,A070015002,-0.2974492755,3.1133991753,0.1086464863,3795,2021-01-08 06:08:25.336946
127,A070000015,A070015005,0.5961902027,1.3097549278,0.0001800023,4746,2021-01-08 06:08:25.336946
128,A070000015,A070015008,0.7323849396,2.8394972472,0.1442981467,4746,2021-01-08 06:08:25.336946
129,A070000015,A070015003,0.197033421,2.9194868558,3.28449e-05,3806,2021-01-08 06:08:25.336946
130,A070000015,A070015007,0.3320887981,3.5060966191,0.0148642335,3798,2021-01-08 06:08:25.336946
131,A070000015,A070015004,-0.0611905347,2.211722603,0.1535973404,4746,2021-01-08 06:08:25.336946
132,A070000015,A070015006,0.1960282652,2.0451917579,0.0226622158,4746,2021-01-08 06:08:25.336946
133,A070000015,A070015009,0.8790054376,1.6698630622,0.1960940332,4746,2021-01-08 06:08:25.336946
134,A070000016,A070016006,0.5232796316,2.7458241996,5.409e-07,4746,2021-01-08 06:08:25.336946
135,A070000016,A070016007,-0.0115075078,3.4332106308,1.5952e-05,4746,2021-01-08 06:08:25.336946
136,A070000016,A070016005,0.1911192463,3.4638888202,9.643e-07,4746,2021-01-08 06:08:25.336946
137,A070000016,A070016009,0.300353922,2.1620221747,0.1186854111,4746,2021-01-08 06:08:25.336946
138,A070000016,A070016002,-0.2918252706,3.6725497502,0.1348869262,3806,2021-01-08 06:08:25.336946
139,A070000016,A070016003,-0.2900222463,3.8684888095,1.252e-06,3795,2021-01-08 06:08:25.336946
140,A070000016,A070016008,0.6244073825,2.4994792363,2.4025e-06,4746,2021-01-08 06:08:25.336946
141,A070000016,A070016004,-0.0105911179,3.5215312055,9.786e-06,4746,2021-01-08 06:08:25.336946
142,A070000016,A070016001,-0.4145633903,3.6772163653,0.224611167,3795,2021-01-08 06:08:25.336946
143,A070000017,A070017011,0.2241666564,1.809091246,0.1580462895,7665,2021-01-08 06:08:25.336946
144,A070000017,A070017005,0.0726874589,7.2171274192,0.2435981527,7667,2021-01-08 06:08:25.336946
145,A070000017,A070017012,0.501499907,3.0025090664,0.1318650708,121,2021-01-08 06:08:25.336946
146,A070000017,A070017010,0.1518036345,3.4414216527,0.1804874264,5619,2021-01-08 06:08:25.336946
147,A070000017,A070017006,0.0320363002,1.7273540343,0.0773091938,121,2021-01-08 06:08:25.336946
148,A070000017,A070017003,-1.059210483,3.1604030593,0.0237479258,7665,2021-01-08 06:08:25.336946
149,A070000017,A070017004,1.1065261015,1.5738690938,0.037920849,121,2021-01-08 06:08:25.336946
150,A070000017,A070017007,0.020955386,8.6451943408,0.2659791815,5619,2021-01-08 06:08:25.336946
151,A070000017,A070017002,-1.0947953297,3.5890294458,0.0161028754,7665,2021-01-08 06:08:25.336946
152,A070000017,A070017009,0.1017586809,2.4012308578,0.0589666267,121,2021-01-08 06:08:25.336946
153,A070000017,A070017001,-0.7456048041,3.7613313836,0.0214152167,7665,2021-01-08 06:08:25.336946
154,A070000017,A070017008,0.4376548871,0.9729941596,0.0937428042,7667,2021-01-08 06:08:25.336946
155,A070000018,A070018006,-0.2387113319,2.1025109401,0.0204493566,7665,2021-01-08 06:08:25.336946
156,A070000018,A070018001,-1.457880393,2.6271144294,0.0142318214,7665,2021-01-08 06:08:25.336946
157,A070000018,A070018002,-0.9368762164,2.3077953883,0.0273887977,5783,2021-01-08 06:08:25.336946
158,A070000018,A070018003,-1.3826710751,2.6758439589,0.0156008888,7665,2021-01-08 06:08:25.336946
159,A070000018,A070018007,-0.7690262087,2.6690492637,0.0303673657,5619,2021-01-08 06:08:25.336946
160,A070000018,A070018005,-0.0101797685,1.0204449349,0.0446333909,121,2021-01-08 06:08:25.336946
161,A070000018,A070018012,0.6289519886,1.559380743,0.0575564681,5619,2021-01-08 06:08:25.336946
162,A070000018,A070018009,1.5930798168,10.4849754071,0.2703218203,163,2021-01-08 06:08:25.336946
163,A070000018,A070018010,-1.6787361686,0.5526900221,0.0363229026,5619,2021-01-08 06:08:25.336946
164,A070000018,A070018008,0.8479966824,6.5718746538,0.258605805,5656,2021-01-08 06:08:25.336946
165,A070000018,A070018011,0.7878161873,1.5680680209,0.2079218119,5619,2021-01-08 06:08:25.336946
166,A070000018,A070018004,-1.1506280824,2.4581921671,0.0192365253,121,2021-01-08 06:08:25.336946
167,A070000019,A070019003,0.2826328895,3.5562672931,0.1705584883,1255,2021-01-08 06:08:25.336946
168,A070000019,A070019005,0.6133879654,1.6008480896,0.1424933949,1255,2021-01-08 06:08:25.336946
169,A070000019,A070019001,-0.2677937835,2.1793419375,3.04887e-05,5780,2021-01-08 06:08:25.336946
170,A070000019,A070019002,0.6271039868,1.9171410391,0.2999970886,5656,2021-01-08 06:08:25.336946
171,A070000019,A070019004,0.4459399832,2.8633032427,0.2996260136,1255,2021-01-08 06:08:25.336946
172,A070000019,A070019006,0.2264568572,2.0661156124,4.0453e-05,1255,2021-01-08 06:08:25.336946
173,A070000020,A070020004,-0.466807421,1.3601906589,1.86023e-05,1255,2021-01-08 06:08:25.336946
174,A070000020,A070020003,-0.8892586293,1.5260886842,0.0004513936,5761,2021-01-08 06:08:25.336946
175,A070000020,A070020002,-0.4944652431,4.1481716094,0.2345834709,121,2021-01-08 06:08:25.336946
176,A070000020,A070020006,-0.214219216,1.4297519154,0.0007186493,5780,2021-01-08 06:08:25.336946
177,A070000020,A070020005,-0.5113994628,1.8785033403,9.421e-07,1255,2021-01-08 06:08:25.336946
178,A070000020,A070020001,0.1237366941,1.7976292192,0.1325737421,163,2021-01-08 06:08:25.336946
179,A070000021,A070021009,0.4219498534,1.660500967,0.0662990072,5654,2021-01-08 06:08:25.336946
180,A070000021,A070021006,1.4163818667,5.3050118039,0.2193177704,5781,2021-01-08 06:08:25.336946
181,A070000021,A070021002,0.9494254818,3.249637005,0.2984361447,5781,2021-01-08 06:08:25.336946
182,A070000021,A070021008,0.8947153481,2.3991094789,0.178398302,5783,2021-01-08 06:08:25.336946
183,A070000021,A070021007,1.0777198912,1.0365738523,0.0011729827,5762,2021-01-08 06:08:25.336946
184,A070000021,A070021004,0.0644476216,10.765445987,0.2998372845,5781,2021-01-08 06:08:25.336946
185,A070000021,A070021005,0.6692451164,1.8960198405,0.1442280163,5782,2021-01-08 06:08:25.336946
186,A070000021,A070021001,0.7389335617,4.8554051887,0.2195929057,5781,2021-01-08 06:08:25.336946
187,A070000021,A070021003,0.447678066,4.5166701069,0.1391840698,5781,2021-01-08 06:08:25.336946
188,A070000022,A070022008,0.303265977,2.401718557,0.1715064114,5619,2021-01-08 06:08:25.336946
189,A070000022,A070022006,-0.1202175764,1.7660430524,0.005361191,1255,2021-01-08 06:08:25.336946
190,A070000022,A070022004,0.358476726,2.2597274084,0.2224559688,5782,2021-01-08 06:08:25.336946
191,A070000022,A070022001,-0.9870355691,1.5178311321,0.0389000282,5781,2021-01-08 06:08:25.336946
192,A070000022,A070022009,0.5450635166,6.3445184831,0.1939639905,5783,2021-01-08 06:08:25.336946
193,A070000022,A070022002,-0.05824582,1.1214869724,0.0169402097,5781,2021-01-08 06:08:25.336946
194,A070000022,A070022005,0.0400515499,2.7651430129,0.0200260872,5782,2021-01-08 06:08:25.336946
195,A070000022,A070022007,-0.1059180647,6.1030392041,0.1195150908,5783,2021-01-08 06:08:25.336946
196,A070000022,A070022003,-0.1286653836,7.0009456205,0.285444481,5781,2021-01-08 06:08:25.336946
197,A070000023,A070023003,-0.175303293,3.2369245579,1.28769e-05,5620,2021-01-08 06:08:25.336946
198,A070000023,A070023007,-0.3734905805,2.7733349242,6.55238e-05,5620,2021-01-08 06:08:25.336946
199,A070000023,A070023002,-0.0655486781,2.2920658351,2.37023e-05,5620,2021-01-08 06:08:25.336946
200,A070000023,A070023009,0.152594495,3.7360047521,0.186774934,162,2021-01-08 06:08:25.336946
201,A070000023,A070023006,0.3284281559,1.6087159774,0.2174167007,162,2021-01-08 06:08:25.336946
202,A070000023,A070023001,0.8118457336,3.0350948895,0.2376494557,5620,2021-01-08 06:08:25.336946
203,A070000023,A070023004,-0.4419834677,1.6356253878,0.0001402171,162,2021-01-08 06:08:25.336946
204,A070000023,A070023008,0.4588651648,2.3432382141,5.7992e-06,162,2021-01-08 06:08:25.336946
205,A070000023,A070023005,-0.0382405386,14.2738841862,0.099746754,162,2021-01-08 06:08:25.336946
206,A070000024,A070024006,0.0027371718,1.6657432306,0.1721232017,162,2021-01-08 06:08:25.336946
207,A070000024,A070024009,0.0599570487,1.9532168151,0.0581592105,162,2021-01-08 06:08:25.336946
208,A070000024,A070024001,-0.6750815979,1.144106932,0.2012565808,5620,2021-01-08 06:08:25.336946
209,A070000024,A070024005,-0.7529443417,1.3679364861,0.0010743361,162,2021-01-08 06:08:25.336946
210,A070000024,A070024003,-0.7111140762,2.5669957288,0.1281296519,5620,2021-01-08 06:08:25.336946
211,A070000024,A070024007,-0.4590927932,4.2155678584,0.2001857819,5620,2021-01-08 06:08:25.336946
212,A070000024,A070024008,0.5437915843,1.5187018029,7.72562e-05,162,2021-01-08 06:08:25.336946
213,A070000024,A070024004,-1.2200740724,1.6942039902,0.0012640493,5620,2021-01-08 06:08:25.336946
214,A070000024,A070024002,-0.9126981026,2.7384165635,0.0007156089,5620,2021-01-08 06:08:25.336946
215,A070000025,A070025003,-0.0303843789,3.0776492077,0.2302693274,5761,2021-01-08 06:08:25.336946
216,A070000025,A070025006,-0.0430737248,2.7236352068,0.0707354441,5654,2021-01-08 06:08:25.336946
217,A070000025,A070025008,0.597915332,2.2367118273,0.2436081946,5619,2021-01-08 06:08:25.336946
218,A070000025,A070025005,0.0435086631,5.4146236486,0.2960829649,5654,2021-01-08 06:08:25.336946
219,A070000025,A070025001,-0.146614611,1.3640172345,0.0113219037,5654,2021-01-08 06:08:25.336946
220,A070000025,A070025002,-0.3123479014,0.8140718561,0.029200407,162,2021-01-08 06:08:25.336946
221,A070000025,A070025007,0.0748684464,2.1894502335,0.0967058866,5619,2021-01-08 06:08:25.336946
222,A070000025,A070025004,0.1722720569,7.5487188268,0.2291711121,5654,2021-01-08 06:08:25.336946
223,A070000025,A070025009,0.1648580888,1.1302969016,0.0138579231,162,2021-01-08 06:08:25.336946
224,A070000026,A070026009,1.1918557063,2.4235614928,0.2718715752,121,2021-01-08 06:08:25.336946
225,A070000026,A070026006,0.4000294088,4.929556888,0.2845377322,5653,2021-01-08 06:08:25.336946
226,A070000026,A070026008,-0.351754742,2.63880763,0.0187750358,162,2021-01-08 06:08:25.336946
227,A070000026,A070026002,0.0602830058,3.8734485492,0.1890148385,162,2021-01-08 06:08:25.336946
228,A070000026,A070026004,-1.0319546076,1.4970779384,0.0215383833,5654,2021-01-08 06:08:25.336946
229,A070000026,A070026007,-0.0548752735,1.083557835,0.0291092372,121,2021-01-08 06:08:25.336946
230,A070000026,A070026003,-0.5501399015,4.3142156079,0.1445710235,5653,2021-01-08 06:08:25.336946
231,A070000026,A070026005,-0.0446091476,4.572816595,0.1979780167,5620,2021-01-08 06:08:25.336946
232,A070000026,A070026001,-0.4305610101,1.6465575169,0.0505145144,162,2021-01-08 06:08:25.336946
233,A070000027,A070027005,0.244487987,6.3385121765,0.212506853,5655,2021-01-08 06:08:25.336946
234,A070000027,A070027001,-0.1141311229,14.6221951,0.2978506944,163,2021-01-08 06:08:25.336946
235,A070000027,A070027002,0.6163861209,10.1561122305,0.2994756239,5620,2021-01-08 06:08:25.336946
236,A070000027,A070027003,-0.3916226351,1.4545480658,0.0153528495,163,2021-01-08 06:08:25.336946
237,A070000027,A070027004,0.5364054945,36.606051519,0.2961921835,5655,2021-01-08 06:08:25.336946
238,A070000027,A070027006,-0.6455423705,1.9675188097,0.0272674568,5655,2021-01-08 06:08:25.336946
239,A070000028,A070028002,-0.1696898214,7.0102812693,0.2858933949,121,2021-01-08 06:08:25.336946
240,A070000028,A070028005,-1.005315708,2.2391770519,0.0135186203,5655,2021-01-08 06:08:25.336946
241,A070000028,A070028003,-0.5539219754,1.9197711727,0.037044159,162,2021-01-08 06:08:25.336946
242,A070000028,A070028006,-0.9757142378,1.7141234881,0.0215162586,5655,2021-01-08 06:08:25.336946
243,A070000028,A070028004,-0.7533453611,5.4293371396,0.0085198904,5655,2021-01-08 06:08:25.336946
244,A070000028,A070028001,-1.2846297439,1.8429780733,0.0161210171,5620,2021-01-08 06:08:25.336946
245,A070000029,A070029006,0.4684516858,2.1756866729,0.119898727,8830,2021-01-08 06:08:25.336946
246,A070000029,A070029005,1.8605881483,9.2078624109,0.2990176573,8830,2021-01-08 06:08:25.336946
247,A070000029,A070029001,1.0196857184,9.6584940687,0.2231176699,1256,2021-01-08 06:08:25.336946
248,A070000029,A070029004,0.077139994,1.3726796873,0.028330705,8830,2021-01-08 06:08:25.336946
249,A070000029,A070029002,-0.3073324175,1.4294637352,0.0231974643,1256,2021-01-08 06:08:25.336946
250,A070000029,A070029003,-0.3324337147,2.2069430091,0.0146595809,1256,2021-01-08 06:08:25.336946
251,A070000029,A070029009,0.4174579878,4.9779697583,0.0177257518,8830,2021-01-08 06:08:25.336946
252,A070000029,A070029007,-0.0664899489,2.044410405,0.0216444231,8830,2021-01-08 06:08:25.336946
253,A070000029,A070029008,0.2742081349,1.8697381078,0.0269132979,8830,2021-01-08 06:08:25.336946
254,A070000030,A070030009,-0.7529655018,1.98199407,0.0001574419,8830,2021-01-08 06:08:25.336946
255,A070000030,A070030006,-0.1649854967,3.2269379749,0.197385364,8830,2021-01-08 06:08:25.336946
256,A070000030,A070030005,-0.1693318824,3.2328486832,0.2493940614,8830,2021-01-08 06:08:25.336946
257,A070000030,A070030008,0.3959284809,3.1431259558,0.2005679807,1256,2021-01-08 06:08:25.336946
258,A070000030,A070030001,-0.3125213956,1.3794314456,0.0310749552,9161,2021-01-08 06:08:25.336946
259,A070000030,A070030007,0.1318783434,2.4789730897,0.040324275,9161,2021-01-08 06:08:25.336946
260,A070000030,A070030002,-1.0248804766,2.5181531955,0.0001277994,1256,2021-01-08 06:08:25.336946
261,A070000030,A070030004,-0.5676249092,2.4385211863,0.0001311441,8830,2021-01-08 06:08:25.336946
262,A070000030,A070030003,-0.0733350897,1.4473693881,0.1011976814,1256,2021-01-08 06:08:25.336946
263,A070000031,A070031009,0.5840469938,7.0074088554,0.2596778334,5788,2021-01-08 06:08:25.336946
264,A070000031,A070031002,-0.3731166717,3.0077782949,0.0321818932,5788,2021-01-08 06:08:25.336946
265,A070000031,A070031008,-0.1014540853,2.7132775121,0.0106080284,5788,2021-01-08 06:08:25.336946
266,A070000031,A070031007,0.5405667277,1.4205504941,0.1249955928,5788,2021-01-08 06:08:25.336946
