,testID,assessmentItemID,difficultyLevel,discriminationLevel,guessLevel,knowledgeTag,Timestamp
25,A080000004,A080004001,-0.9676711053,2.0448647073,0.0001723491,1356,2021-01-08 06:08:25.336946
26,A080000004,A080004004,-1.3238643563,24.951628148,0.0009668475,1356,2021-01-08 06:08:25.336946
27,A080000004,A080004002,0.5502638518,1.153945977,0.2099481922,1356,2021-01-08 06:08:25.336946
28,A080000005,A080005004,0.7944241254,3.4827719212,0.1472108662,1395,2021-01-08 06:08:25.336946
29,A080000005,A080005001,0.1790509653,2.7524951606,0.0380623729,4657,2021-01-08 06:08:25.336946
30,A080000005,A080005008,0.2580212518,1.6978819363,5.97e-06,4604,2021-01-08 06:08:25.336946
31,A080000005,A080005003,0.0932866047,2.5534729495,2.2644e-06,4657,2021-01-08 06:08:25.336946
32,A080000005,A080005005,0.2610780618,2.624113955,0.2010790111,1356,2021-01-08 06:08:25.336946
33,A080000005,A080005007,0.1664797911,1.3743908039,0.1903122796,1396,2021-01-08 06:08:25.336946
34,A080000005,A080005006,0.6692207691,3.5278562699,0.1418515069,1395,2021-01-08 06:08:25.336946
35,A080000005,A080005002,-0.2135952096,3.3115391173,0.1622513647,4657,2021-01-08 06:08:25.336946
36,A080000006,A080006007,0.0457094271,4.4849846366,0.1196325598,1395,2021-01-08 06:08:25.336946
37,A080000006,A080006006,-0.1675876951,6.6112890673,0.0974561195,1356,2021-01-08 06:08:25.336946
38,A080000006,A080006002,-1.1046299543,3.3968712943,4.73081e-05,1397,2021-01-08 06:08:25.336946
39,A080000006,A080006004,-0.3552433045,1.6225142222,0.0006405571,1395,2021-01-08 06:08:25.336946
40,A080000006,A080006005,-0.1397541782,2.7165014128,0.2124774158,4657,2021-01-08 06:08:25.336946
41,A080000006,A080006008,0.3638903296,2.0017904723,0.1966209943,1356,2021-01-08 06:08:25.336946
42,A080000006,A080006001,-1.5699938559,1.3050937604,0.0009976128,4657,2021-01-08 06:08:25.336946
43,A080000006,A080006003,-0.4746646304,2.1123752684,6.09792e-05,1395,2021-01-08 06:08:25.336946
44,A080000007,A080007001,-0.294206561,2.9074084777,2.6384e-06,1444,2021-01-08 06:08:25.336946
45,A080000007,A080007006,0.5067305595,3.6721384664,0.1515933661,4661,2021-01-08 06:08:25.336946
46,A080000007,A080007002,-0.7491932152,2.7518484316,0.0,4662,2021-01-08 06:08:25.336946
47,A080000007,A080007003,0.0128486262,2.7153160533,0.0563843607,4658,2021-01-08 06:08:25.336946
48,A080000007,A080007004,-0.7501596993,2.2410944283,2.878e-07,4661,2021-01-08 06:08:25.336946
49,A080000007,A080007008,0.3967602189,2.8437068295,0.2159095313,4661,2021-01-08 06:08:25.336946
50,A080000007,A080007005,-0.049415279,21.5503094302,0.1419268267,4660,2021-01-08 06:08:25.336946
51,A080000007,A080007007,0.0683022455,3.0744608683,0.1143804322,1444,2021-01-08 06:08:25.336946
52,A080000008,A080008006,-0.8756690936,1.8097705745,1.44e-08,4661,2021-01-08 06:08:25.336946
53,A080000008,A080008002,-1.0462184087,2.7908981657,0.1357931045,1444,2021-01-08 06:08:25.336946
54,A080000008,A080008004,-0.7885056058,4.0513350097,0.2999999625,1443,2021-01-08 06:08:25.336946
55,A080000008,A080008003,-1.4569685754,2.2517511885,2.0584e-06,4661,2021-01-08 06:08:25.336946
56,A080000008,A080008008,0.2457776276,1.7228622961,0.1717450506,4658,2021-01-08 06:08:25.336946
57,A080000008,A080008001,-0.4651853659,1.41697432,1.7654e-06,4673,2021-01-08 06:08:25.336946
58,A080000008,A080008005,-1.3476066126,1.7182752893,3.3e-08,4660,2021-01-08 06:08:25.336946
59,A080000008,A080008007,0.0319625596,2.1878786139,0.072596465,4658,2021-01-08 06:08:25.336946
60,A080000009,A080009008,1.3439249621,7.2757885547,0.2999686935,4659,2021-01-08 06:08:25.336946
61,A080000009,A080009007,0.6532099313,17.1637951296,0.2259592437,4658,2021-01-08 06:08:25.336946
62,A080000009,A080009006,0.1297288963,4.0711170693,0.155844793,4659,2021-01-08 06:08:25.336946
63,A080000009,A080009003,0.6391682379,20.6147801935,0.2999986822,1444,2021-01-08 06:08:25.336946
64,A080000009,A080009002,0.5589036623,2.5712812778,0.2999910213,1443,2021-01-08 06:08:25.336946
65,A080000009,A080009005,0.6430103718,19.8201605055,0.1119218715,4673,2021-01-08 06:08:25.336946
66,A080000009,A080009004,-0.0545943217,1.861129295,1.9929e-06,4661,2021-01-08 06:08:25.336946
67,A080000009,A080009001,-0.3940188348,2.7481896139,0.0001850764,1444,2021-01-08 06:08:25.336946
68,A080000010,A080010007,-0.231613235,1.532788965,0.0061815862,4659,2021-01-08 06:08:25.336946
69,A080000010,A080010001,-0.8100471047,1.3912844722,0.0087303672,1444,2021-01-08 06:08:25.336946
70,A080000010,A080010006,0.0566959113,4.1006584288,0.2658967204,1444,2021-01-08 06:08:25.336946
71,A080000010,A080010005,0.1264371971,1.6678562683,0.0008282509,4673,2021-01-08 06:08:25.336946
72,A080000010,A080010002,-0.4996921197,5.1497342424,0.0511059582,1443,2021-01-08 06:08:25.336946
73,A080000010,A080010004,0.5877403079,2.1235550121,0.1602695873,1443,2021-01-08 06:08:25.336946
74,A080000010,A080010003,-0.6651790563,1.1980483013,0.023675091,4661,2021-01-08 06:08:25.336946
75,A080000010,A080010008,-0.1741945855,1.3225595183,0.062674545,1442,2021-01-08 06:08:25.336946
76,A080000011,A080011007,0.4055606976,1.523386973,0.033345269,4669,2021-01-08 06:08:25.336946
77,A080000011,A080011004,0.2406859532,5.8577025349,0.1723810514,4661,2021-01-08 06:08:25.336946
78,A080000011,A080011002,-0.2610887538,2.9777203155,0.0232252831,4658,2021-01-08 06:08:25.336946
79,A080000011,A080011005,0.5071432696,7.2567679716,0.2474964718,4660,2021-01-08 06:08:25.336946
80,A080000011,A080011008,0.9422598043,2.5391862029,0.1385743394,4661,2021-01-08 06:08:25.336946
81,A080000011,A080011003,-0.2202229461,2.2823363021,0.0041282155,4662,2021-01-08 06:08:25.336946
82,A080000011,A080011006,0.1784683286,4.0377626498,0.297562317,4664,2021-01-08 06:08:25.336946
83,A080000011,A080011001,0.0051933055,3.1401490109,0.0704318002,4658,2021-01-08 06:08:25.336946
84,A080000012,A080012005,-0.6927095732,1.7623355612,4.026e-06,4668,2021-01-08 06:08:25.336946
85,A080000012,A080012003,-0.2306565404,1.5403352018,3.58e-08,1444,2021-01-08 06:08:25.336946
86,A080000012,A080012008,-0.1641383753,2.3204890129,0.0,1444,2021-01-08 06:08:25.336946
87,A080000012,A080012001,-0.7214919776,4.1637457697,0.2992866154,4659,2021-01-08 06:08:25.336946
88,A080000012,A080012006,0.2576134997,1.9128061683,0.0903256391,4659,2021-01-08 06:08:25.336946
89,A080000012,A080012002,-0.8311543113,1.1426784835,0.0141244991,4658,2021-01-08 06:08:25.336946
90,A080000012,A080012007,0.2374528006,3.8191893086,0.1060318137,4664,2021-01-08 06:08:25.336946
91,A080000012,A080012004,-0.6694091523,1.743762471,2.65172e-05,4671,2021-01-08 06:08:25.336946
92,A080000013,A080013004,0.8105116791,6.4658892332,0.1404060139,4663,2021-01-08 06:08:25.336946
93,A080000013,A080013005,0.4113572204,7.3769262609,0.2412230589,4662,2021-01-08 06:08:25.336946
94,A080000013,A080013008,0.604277182,7.2994411575,0.1857419322,4662,2021-01-08 06:08:25.336946
95,A080000013,A080013002,-0.0885239241,2.9994820768,0.0551572475,1444,2021-01-08 06:08:25.336946
96,A080000013,A080013003,0.2986043482,1.9502136423,0.194771638,4663,2021-01-08 06:08:25.336946
97,A080000013,A080013001,0.3608330127,3.6087398054,0.2797366858,1444,2021-01-08 06:08:25.336946
98,A080000013,A080013007,0.7063880806,1.2365649611,0.0280076109,4669,2021-01-08 06:08:25.336946
99,A080000013,A080013006,0.2776596573,11.264504099,0.277695623,4662,2021-01-08 06:08:25.336946
100,A080000014,A080014004,-0.8745563261,2.1569422638,0.0133468574,4663,2021-01-08 06:08:25.336946
101,A080000014,A080014006,0.2421794424,0.9127530458,0.1869790029,4668,2021-01-08 06:08:25.336946
102,A080000014,A080014007,-0.0471819953,10.340630447,0.2907547062,4662,2021-01-08 06:08:25.336946
103,A080000014,A080014008,-0.6062169618,2.226621782,0.1296602427,4663,2021-01-08 06:08:25.336946
104,A080000014,A080014002,-0.9646203784,5.4531549848,0.0153842262,4660,2021-01-08 06:08:25.336946
105,A080000014,A080014005,-0.776430905,1.9522613146,0.0224325227,4662,2021-01-08 06:08:25.336946
106,A080000014,A080014001,-0.7135265942,2.384006168,0.0436740097,1444,2021-01-08 06:08:25.336946
107,A080000014,A080014003,-0.4146164803,4.5278300758,0.0058790179,4663,2021-01-08 06:08:25.336946
108,A080000015,A080015008,0.7409737871,4.7624976761,0.134385117,4672,2021-01-08 06:08:25.336946
109,A080000015,A080015004,0.2888746492,4.1391742215,0.0876119564,4665,2021-01-08 06:08:25.336946
110,A080000015,A080015006,0.4052712182,1.973427751,0.1905903221,4669,2021-01-08 06:08:25.336946
111,A080000015,A080015001,-0.3740558875,2.211716868,0.117223489,4665,2021-01-08 06:08:25.336946
112,A080000015,A080015003,1.1592035431,9.3571422854,0.299094723,4665,2021-01-08 06:08:25.336946
113,A080000015,A080015002,0.1406250026,2.7291998723,0.1498545659,4665,2021-01-08 06:08:25.336946
114,A080000015,A080015005,0.5424990631,8.3614063201,0.1460962535,4667,2021-01-08 06:08:25.336946
115,A080000015,A080015007,0.7040090261,3.3368927539,0.0009924713,4672,2021-01-08 06:08:25.336946
116,A080000016,A080016002,-0.1635625713,1.3633930833,0.0357128332,4669,2021-01-08 06:08:25.336946
117,A080000016,A080016001,-1.5014459628,1.3836991558,0.015127408,4665,2021-01-08 06:08:25.336946
118,A080000016,A080016007,0.2368770355,1.7955356558,0.0481876381,4672,2021-01-08 06:08:25.336946
119,A080000016,A080016004,0.5982088302,4.8381123242,0.179983913,4669,2021-01-08 06:08:25.336946
120,A080000016,A080016005,0.1583681871,1.7428890558,0.0432395286,4669,2021-01-08 06:08:25.336946
121,A080000016,A080016003,-0.0975702217,3.3476021846,0.1501676034,4665,2021-01-08 06:08:25.336946
122,A080000016,A080016006,-0.3209501491,2.6003510862,0.0304371581,4664,2021-01-08 06:08:25.336946
123,A080000016,A080016008,0.671719167,5.0140073627,0.2744949989,4672,2021-01-08 06:08:25.336946
124,A080000017,A080017005,0.5454011084,3.4644363711,6.40262e-05,4672,2021-01-08 06:08:25.336946
125,A080000017,A080017001,0.1338611853,6.0471714228,0.239515869,4668,2021-01-08 06:08:25.336946
126,A080000017,A080017006,0.8456448486,3.0932326851,0.2832230322,4669,2021-01-08 06:08:25.336946
127,A080000017,A080017003,0.0293292976,4.7563684712,3.91374e-05,4664,2021-01-08 06:08:25.336946
128,A080000017,A080017007,0.8826951639,1.0154029241,0.0578394783,4672,2021-01-08 06:08:25.336946
129,A080000017,A080017008,0.3184699026,1.307186352,0.1099572112,4669,2021-01-08 06:08:25.336946
130,A080000017,A080017004,-0.0646427823,4.9563406652,0.0003919164,4660,2021-01-08 06:08:25.336946
131,A080000017,A080017002,0.3470590895,1.9819738072,0.2324027089,4668,2021-01-08 06:08:25.336946
132,A080000018,A080018007,0.5349054194,3.311261789,0.2999780617,4669,2021-01-08 06:08:25.336946
133,A080000018,A080018008,0.3671362671,2.3234240869,1e-10,4669,2021-01-08 06:08:25.336946
134,A080000018,A080018001,-1.3417226996,1.715407443,0.0040272533,4668,2021-01-08 06:08:25.336946
135,A080000018,A080018003,0.6375146957,23.2172633916,0.1691390183,4672,2021-01-08 06:08:25.336946
136,A080000018,A080018002,-1.1549477135,2.1208467312,0.0002518191,4671,2021-01-08 06:08:25.336946
137,A080000018,A080018004,0.0724785827,1.9314629663,1.5e-09,4672,2021-01-08 06:08:25.336946
138,A080000018,A080018005,-0.9528957526,1.2222140427,0.0010229796,4672,2021-01-08 06:08:25.336946
139,A080000018,A080018006,0.2867186902,2.0435334802,0.0324547831,4665,2021-01-08 06:08:25.336946
140,A080000019,A080019001,-0.0739036255,2.349240962,0.0598069973,4663,2021-01-08 06:08:25.336946
141,A080000019,A080019005,0.9726226719,2.7288810147,0.1915756844,4671,2021-01-08 06:08:25.336946
142,A080000019,A080019008,1.1696207796,2.3521903472,0.2447102907,4665,2021-01-08 06:08:25.336946
143,A080000019,A080019002,0.1839232673,4.5364657991,0.2077977856,4668,2021-01-08 06:08:25.336946
144,A080000019,A080019004,0.4986136531,4.9078151751,0.2907348199,4668,2021-01-08 06:08:25.336946
145,A080000019,A080019003,0.5327278914,4.612397518,0.1823057593,4665,2021-01-08 06:08:25.336946
146,A080000019,A080019006,0.748352038,7.0372481354,0.081270592,4673,2021-01-08 06:08:25.336946
147,A080000019,A080019007,0.4189930981,2.2244229883,0.1825762972,4673,2021-01-08 06:08:25.336946
148,A080000020,A080020008,0.1968286008,1.5795360019,0.0587386839,4673,2021-01-08 06:08:25.336946
149,A080000020,A080020004,1.2786792175,9.6777950703,0.2838269292,4668,2021-01-08 06:08:25.336946
150,A080000020,A080020001,-0.6697342981,2.401204146,0.0143096347,4665,2021-01-08 06:08:25.336946
151,A080000020,A080020006,0.7252658051,4.8986164101,0.1358346149,4673,2021-01-08 06:08:25.336946
152,A080000020,A080020007,1.2276430324,8.988416635,0.2721864972,4673,2021-01-08 06:08:25.336946
153,A080000020,A080020005,0.3205050651,0.761700777,0.0874487545,4664,2021-01-08 06:08:25.336946
154,A080000020,A080020003,-0.6956915266,1.3213921484,0.0203099654,4667,2021-01-08 06:08:25.336946
155,A080000020,A080020002,0.44886435,12.0450350857,0.2342268405,4672,2021-01-08 06:08:25.336946
156,A080000021,A080021003,-0.2149987111,1.8600036353,0.0773569576,4678,2021-01-08 06:08:25.336946
157,A080000021,A080021002,-0.2126017887,4.758729157,1.9149e-06,4679,2021-01-08 06:08:25.336946
158,A080000021,A080021001,-0.5033875075,3.34934943,0.2999944643,4678,2021-01-08 06:08:25.336946
159,A080000021,A080021006,0.2810349426,2.6482207871,0.075440662,4680,2021-01-08 06:08:25.336946
160,A080000021,A080021004,0.100395114,3.1182632362,0.2182275397,4681,2021-01-08 06:08:25.336946
161,A080000021,A080021005,-0.0783680761,4.0042398942,0.0065104882,4680,2021-01-08 06:08:25.336946
162,A080000022,A080022001,-1.3874298443,1.1726034646,0.0037047995,4678,2021-01-08 06:08:25.336946
163,A080000022,A080022004,-0.1458407357,2.0232352162,9.62e-08,4681,2021-01-08 06:08:25.336946
164,A080000022,A080022002,-0.9801181869,3.4855645196,0.0002674268,4682,2021-01-08 06:08:25.336946
165,A080000022,A080022006,0.1279298343,1.4587958722,0.1736242734,4680,2021-01-08 06:08:25.336946
166,A080000022,A080022005,-1.1336528765,1.1487043037,0.0013387338,4680,2021-01-08 06:08:25.336946
167,A080000022,A080022003,-0.2731605135,2.1050650732,1.3497e-06,4682,2021-01-08 06:08:25.336946
168,A080000023,A080023003,0.3375752188,2.8545205029,0.0416867335,4679,2021-01-08 06:08:25.336946
169,A080000023,A080023004,0.1292689617,5.3946005401,0.102581612,4680,2021-01-08 06:08:25.336946
170,A080000023,A080023006,0.7039034138,19.8674290498,0.0217531302,4682,2021-01-08 06:08:25.336946
171,A080000023,A080023001,-0.1417380397,2.5727136907,0.0005061211,4682,2021-01-08 06:08:25.336946
172,A080000023,A080023002,0.3674991302,1.1463302328,0.0467911371,4682,2021-01-08 06:08:25.336946
173,A080000023,A080023005,0.9966737482,2.407095274,0.1433233126,4681,2021-01-08 06:08:25.336946
174,A080000024,A080024003,-1.1208201575,0.5185414133,7.129341675e-19,4682,2021-01-08 06:08:25.336946
175,A080000024,A080024006,1.1866504916,1.8980439494,0.1516481908,4680,2021-01-08 06:08:25.336946
176,A080000024,A080024005,0.6984220351,19.6163125306,0.1191368826,4685,2021-01-08 06:08:25.336946
177,A080000024,A080024001,-0.742159562,15.3802389457,3.932556828e-19,4682,2021-01-08 06:08:25.336946
178,A080000024,A080024002,-0.7923549105,2.4218269803,0.0,4682,2021-01-08 06:08:25.336946
179,A080000024,A080024004,-0.5304498253,1.4192507635,3.685321336e-31,4681,2021-01-08 06:08:25.336946
180,A080000025,A080025006,0.3550074458,1.7858137385,0.169704033,4680,2021-01-08 06:08:25.336946
181,A080000025,A080025001,-0.0254346039,0.6135978238,0.0039629954,4683,2021-01-08 06:08:25.336946
182,A080000025,A080025003,0.8221434217,2.0837623576,0.1933945346,4682,2021-01-08 06:08:25.336946
183,A080000025,A080025004,0.9056002846,4.4607932327,0.2999958085,4680,2021-01-08 06:08:25.336946
184,A080000025,A080025007,0.242181603,2.2498890366,0.0424597189,4681,2021-01-08 06:08:25.336946
185,A080000025,A080025005,0.3900732501,1.7376665142,0.1238359322,4680,2021-01-08 06:08:25.336946
186,A080000025,A080025008,-0.1744540828,1.6339392972,2e-10,4680,2021-01-08 06:08:25.336946
187,A080000025,A080025002,0.8418946294,5.5268702361,0.2283532948,4684,2021-01-08 06:08:25.336946
188,A080000026,A080026003,1.0185731185,2.2096778411,0.1434912901,4680,2021-01-08 06:08:25.336946
189,A080000026,A080026001,-0.4953287093,2.1829761351,0.003043131,4685,2021-01-08 06:08:25.336946
190,A080000026,A080026008,0.6133076273,18.5964352663,0.2230624985,4680,2021-01-08 06:08:25.336946
191,A080000026,A080026005,0.4912286447,5.7399315821,0.1863534139,2652,2021-01-08 06:08:25.336946
192,A080000026,A080026002,0.1101430125,1.9050328959,0.126991772,4685,2021-01-08 06:08:25.336946
193,A080000026,A080026006,0.5187677238,13.8038618559,0.1515934337,4684,2021-01-08 06:08:25.336946
194,A080000026,A080026004,0.8817433143,2.6860291712,0.1689573814,4680,2021-01-08 06:08:25.336946
195,A080000026,A080026007,0.3453314838,2.2682787007,0.0430663529,4685,2021-01-08 06:08:25.336946
196,A080000027,A080027001,0.7078961624,0.5516371008,0.0226474668,4680,2021-01-08 06:08:25.336946
197,A080000027,A080027005,1.2444404816,5.4772289019,0.2702786626,4686,2021-01-08 06:08:25.336946
198,A080000027,A080027002,0.3257037809,6.8743412142,0.2098235841,4686,2021-01-08 06:08:25.336946
199,A080000027,A080027006,0.7397901373,4.0814226269,0.1763243022,4686,2021-01-08 06:08:25.336946
200,A080000027,A080027004,0.0598846079,2.4092336522,0.0479593122,4686,2021-01-08 06:08:25.336946
201,A080000027,A080027003,0.3636270844,1.7885445786,0.0344068769,4686,2021-01-08 06:08:25.336946
202,A080000027,A080027007,0.8881766347,0.8802132534,0.0117192098,4686,2021-01-08 06:08:25.336946
203,A080000027,A080027008,0.7347869967,3.2080074026,0.2233477355,4686,2021-01-08 06:08:25.336946
204,A080000028,A080028003,0.7275418,2.7820667705,0.0344712174,4687,2021-01-08 06:08:25.336946
205,A080000028,A080028004,0.4111534821,3.6392783826,0.0226096317,4687,2021-01-08 06:08:25.336946
206,A080000028,A080028001,0.9458217248,6.6468495796,0.0387231741,4687,2021-01-08 06:08:25.336946
207,A080000028,A080028006,1.3279311876,2.8469716849,0.2062329202,4687,2021-01-08 06:08:25.336946
208,A080000028,A080028005,0.7959460213,9.6402315689,0.0652116942,4687,2021-01-08 06:08:25.336946
209,A080000028,A080028002,0.3383101859,3.0625378987,0.0207762208,4687,2021-01-08 06:08:25.336946
210,A080000028,A080028007,1.4738249118,4.8331697246,0.2259899684,4687,2021-01-08 06:08:25.336946
211,A080000028,A080028008,1.5732744995,5.7057547286,0.2602503727,4804,2021-01-08 06:08:25.336946
212,A080000029,A080029003,1.2368755142,2.0673048672,0.1081752842,4688,2021-01-08 06:08:25.336946
213,A080000029,A080029004,0.7460213715,2.2295070781,0.0049615217,4688,2021-01-08 06:08:25.336946
214,A080000029,A080029007,1.0355440237,4.361132675,0.2045107157,4688,2021-01-08 06:08:25.336946
215,A080000029,A080029001,0.0999417522,1.2516669981,0.1027342726,4688,2021-01-08 06:08:25.336946
216,A080000029,A080029005,0.7026984273,8.4938917705,0.1812605048,4688,2021-01-08 06:08:25.336946
217,A080000029,A080029006,0.900565545,7.3232887513,0.1430247574,4688,2021-01-08 06:08:25.336946
218,A080000029,A080029008,1.1194066716,7.5677939426,0.2513539831,4688,2021-01-08 06:08:25.336946
219,A080000029,A080029002,1.1076033188,1.3268854903,0.0330129238,4688,2021-01-08 06:08:25.336946
220,A080000030,A080030002,0.7908040578,2.5116835468,0.3,4797,2021-01-08 06:08:25.336946
221,A080000030,A080030006,0.2202149045,4.0098464316,0.0876805565,4795,2021-01-08 06:08:25.336946
222,A080000030,A080030003,-0.2059067618,2.7272986418,0.005565252,4784,2021-01-08 06:08:25.336946
223,A080000030,A080030004,0.3625592922,3.5860934016,1.8704e-06,4784,2021-01-08 06:08:25.336946
224,A080000030,A080030005,0.7541387716,2.2352280183,0.0353290336,4784,2021-01-08 06:08:25.336946
225,A080000030,A080030001,1.8378810748,0.8031934251,0.3,4784,2021-01-08 06:08:25.336946
226,A080000031,A080031004,0.0826515857,2.6533672334,0.2053497077,4784,2021-01-08 06:08:25.336946
227,A080000031,A080031005,0.2654838626,4.6435571882,0.1199576749,4783,2021-01-08 06:08:25.336946
228,A080000031,A080031006,0.6749049532,6.2969255249,0.2975013699,4795,2021-01-08 06:08:25.336946
229,A080000031,A080031003,-0.0748059147,9.0965801814,0.0043802246,4783,2021-01-08 06:08:25.336946
230,A080000031,A080031002,1.0881880553,21.6178897579,0.2997706326,2849,2021-01-08 06:08:25.336946
231,A080000031,A080031001,-0.5170709642,1.2574717804,0.0808585951,4803,2021-01-08 06:08:25.336946
232,A080000032,A080032005,0.309368557,3.3026783347,0.1149490406,4795,2021-01-08 06:08:25.336946
233,A080000032,A080032003,0.0336884104,3.7460009709,0.1038527249,4795,2021-01-08 06:08:25.336946
234,A080000032,A080032008,0.7287654267,3.9593602592,0.2136782694,4784,2021-01-08 06:08:25.336946
235,A080000032,A080032002,0.295683598,1.9580021336,0.1777538106,4793,2021-01-08 06:08:25.336946
236,A080000032,A080032007,0.5006922155,3.2307188235,0.069607425,4795,2021-01-08 06:08:25.336946
237,A080000032,A080032006,0.8025068293,4.7401170926,0.1100709095,4784,2021-01-08 06:08:25.336946
238,A080000032,A080032001,-0.141749794,3.9796442853,6.147e-06,4795,2021-01-08 06:08:25.336946
239,A080000032,A080032004,0.2938649109,4.159132595,0.0878183697,4793,2021-01-08 06:08:25.336946
240,A080000033,A080033001,0.4155673032,5.3512288879,0.0604277971,4793,2021-01-08 06:08:25.336946
241,A080000033,A080033008,1.1431516785,3.6371835728,0.1609698157,4795,2021-01-08 06:08:25.336946
242,A080000033,A080033004,0.6072932609,27.8598223259,0.2014394225,4795,2021-01-08 06:08:25.336946
243,A080000033,A080033007,0.8426608786,3.7043247538,0.2424136187,4795,2021-01-08 06:08:25.336946
244,A080000033,A080033006,1.287329634,27.868548365,0.1566250764,4784,2021-01-08 06:08:25.336946
245,A080000033,A080033002,-0.1119381026,1.7192078959,4.44076e-05,4795,2021-01-08 06:08:25.336946
246,A080000033,A080033003,0.5257274945,20.4400402779,0.1885965499,4784,2021-01-08 06:08:25.336946
247,A080000033,A080033005,0.0065590407,2.2146533892,0.0003180936,4784,2021-01-08 06:08:25.336946
248,A080000034,A080034005,0.7176911267,5.8670434864,0.0885239792,4797,2021-01-08 06:08:25.336946
249,A080000034,A080034006,0.7880435428,8.0606157615,0.2333502275,4793,2021-01-08 06:08:25.336946
250,A080000034,A080034008,0.15152664,1.5829200387,0.000942454,4800,2021-01-08 06:08:25.336946
251,A080000034,A080034001,0.400886492,5.7932036399,0.1861152636,4793,2021-01-08 06:08:25.336946
252,A080000034,A080034002,-0.0314922839,2.8872418717,0.0048910422,4783,2021-01-08 06:08:25.336946
253,A080000034,A080034007,-0.1937923659,2.45998397,7.08572e-05,4801,2021-01-08 06:08:25.336946
254,A080000034,A080034003,0.4828493927,6.0574617137,0.2579681396,4799,2021-01-08 06:08:25.336946
255,A080000034,A080034004,0.2522779402,5.6993713182,0.1666111557,4783,2021-01-08 06:08:25.336946
256,A080000035,A080035007,0.119970013,2.2947082006,0.2999999955,4680,2021-01-08 06:08:25.336946
257,A080000035,A080035002,-0.7715738075,1.7730254478,2.7357e-06,4683,2021-01-08 06:08:25.336946
258,A080000035,A080035004,-0.5590245322,1.4761355939,0.0748644154,4684,2021-01-08 06:08:25.336946
259,A080000035,A080035001,-0.3273468247,2.7611523501,6.0215e-06,4680,2021-01-08 06:08:25.336946
260,A080000035,A080035003,-0.9227375233,1.8604085878,7.4259e-06,4680,2021-01-08 06:08:25.336946
261,A080000035,A080035006,-0.0889105233,2.356807163,4.975575129e-17,4678,2021-01-08 06:08:25.336946
262,A080000035,A080035005,-0.0778663662,1.8226409961,0.2999999998,4680,2021-01-08 06:08:25.336946
263,A080000035,A080035008,0.2839951486,1.7621852823,3.912577588e-41,4685,2021-01-08 06:08:25.336946
264,A080000036,A080036005,0.0683096306,2.945216022,0.298982233,4678,2021-01-08 06:08:25.336946
265,A080000036,A080036001,-1.2009734666,1.2843852666,0.0187518,4684,2021-01-08 06:08:25.336946
