,learnerID,learnerProfile,testID,theta,realScore,Timestamp
125,A080000300,F;S01;8,A080000001,-0.5887337088,0.4621804011,2021-01-08 06:08:25.336946
126,A080000271,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
127,A080000141,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
128,A080000299,F;S01;8,A080000001,-0.3753632858,0.5559130939,2021-01-08 06:08:25.336946
129,A080000099,M;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
130,A080000450,M;S01;8,A080000001,-0.524807482,0.4905104741,2021-01-08 06:08:25.336946
131,A080000350,F;S01;8,A080000001,0.0970565132,0.7367554872,2021-01-08 06:08:25.336946
132,A080000489,F;S01;8,A080000001,-0.548451859,0.4800414996,2021-01-08 06:08:25.336946
133,A080000025,F;S01;8,A080000001,-0.8327287175,0.3551855113,2021-01-08 06:08:25.336946
134,A080000297,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
135,A080000111,M;S01;8,A080000001,-0.1558580125,0.6465232803,2021-01-08 06:08:25.336946
136,A080000393,M;S01;8,A080000001,0.3318924149,0.8038193982,2021-01-08 06:08:25.336946
137,A080000153,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
138,A080000324,F;S01;8,A080000001,0.4069060413,0.8218984011,2021-01-08 06:08:25.336946
139,A080000129,M;S01;8,A080000001,0.4069060413,0.8218984011,2021-01-08 06:08:25.336946
140,A080000026,M;S01;8,A080000001,0.0970565132,0.7367554872,2021-01-08 06:08:25.336946
141,A080000125,F;S01;8,A080000001,-0.3197961396,0.5796433126,2021-01-08 06:08:25.336946
142,A080000561,F;S01;8,A080000001,-0.5612101786,0.4743867696,2021-01-08 06:08:25.336946
143,A080000379,F;S01;8,A080000001,-1.2240013521,0.2052928637,2021-01-08 06:08:25.336946
144,A080000011,M;S01;8,A080000001,0.0970565132,0.7367554872,2021-01-08 06:08:25.336946
145,A080000244,F;S01;8,A080000001,-0.7990976842,0.3696507867,2021-01-08 06:08:25.336946
146,A080000280,M;S01;8,A080000001,-0.9188895883,0.3188853598,2021-01-08 06:08:25.336946
147,A080000249,M;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
148,A080000178,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
149,A080000192,M;S01;8,A080000001,-0.548451859,0.4800414996,2021-01-08 06:08:25.336946
150,A080000394,M;S01;8,A080000001,0.3318924149,0.8038193982,2021-01-08 06:08:25.336946
151,A080000164,F;S01;8,A080000001,0.0233493948,0.7123264464,2021-01-08 06:08:25.336946
152,A080000240,F;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
153,A080000255,F;S01;8,A080000001,0.1605150918,0.7564903741,2021-01-08 06:08:25.336946
154,A080000614,M;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
155,A080000051,M;S01;8,A080000001,0.4069060413,0.8218984011,2021-01-08 06:08:25.336946
156,A080000219,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
157,A080000425,M;S01;8,A080000001,0.4069060413,0.8218984011,2021-01-08 06:08:25.336946
158,A080000532,M;S01;8,A080000001,-0.3197961396,0.5796433126,2021-01-08 06:08:25.336946
159,A080000432,M;S01;8,A080000001,-0.8368696722,0.3534144763,2021-01-08 06:08:25.336946
160,A080000191,M;S01;8,A080000001,0.0621869785,0.7253989358,2021-01-08 06:08:25.336946
161,A080000408,M;S01;8,A080000001,-0.548451859,0.4800414996,2021-01-08 06:08:25.336946
162,A080000401,F;S01;8,A080000001,-1.0059187438,0.2837010552,2021-01-08 06:08:25.336946
163,A080000096,F;S01;8,A080000001,0.0233493948,0.7123264464,2021-01-08 06:08:25.336946
164,A080000464,F;S01;8,A080000001,-0.1601468779,0.6448461968,2021-01-08 06:08:25.336946
165,A080000440,F;S01;8,A080000001,0.4634745877,0.8345334006,2021-01-08 06:08:25.336946
166,A080000293,F;S01;8,A080000001,-0.1601468779,0.6448461968,2021-01-08 06:08:25.336946
167,A080000183,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
168,A080000232,M;S01;8,A080000001,-0.2047442657,0.6271554736,2021-01-08 06:08:25.336946
169,A080000380,F;S01;8,A080000001,0.1605150918,0.7564903741,2021-01-08 06:08:25.336946
170,A080000518,F;S01;8,A080000001,-0.7542260869,0.3891468996,2021-01-08 06:08:25.336946
171,A080000509,M;S01;8,A080000001,-0.9188895883,0.3188853598,2021-01-08 06:08:25.336946
172,A080000471,F;S01;8,A080000001,0.3318924149,0.8038193982,2021-01-08 06:08:25.336946
173,A080000064,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
174,A080000390,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
175,A080000034,M;S01;8,A080000001,-0.3230663693,0.5782589491,2021-01-08 06:08:25.336946
176,A080000349,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
177,A080000564,M;S01;8,A080000001,-0.3495009416,0.5670105711,2021-01-08 06:08:25.336946
178,A080000247,F;S01;8,A080000001,-0.7990976842,0.3696507867,2021-01-08 06:08:25.336946
179,A080000041,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
180,A080000151,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
181,A080000179,M;S01;8,A080000001,0.3318924149,0.8038193982,2021-01-08 06:08:25.336946
182,A080000478,F;S01;8,A080000001,-0.524807482,0.4905104741,2021-01-08 06:08:25.336946
183,A080000444,M;S01;8,A080000001,0.0233493948,0.7123264464,2021-01-08 06:08:25.336946
184,A080000391,M;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
185,A080000353,F;S01;8,A080000001,-0.0743980848,0.6775070227,2021-01-08 06:08:25.336946
186,A080000015,M;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
187,A080000521,M;S01;8,A080000001,-0.5612101786,0.4743867696,2021-01-08 06:08:25.336946
188,A080000559,F;S01;8,A080000001,-0.7262493303,0.4013942366,2021-01-08 06:08:25.336946
189,A080000385,F;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
190,A080000182,M;S01;8,A080000001,0.4634745877,0.8345334006,2021-01-08 06:08:25.336946
191,A080000228,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
192,A080000162,M;S01;8,A080000001,-0.1094468008,0.6643838423,2021-01-08 06:08:25.336946
193,A080000483,F;S01;8,A080000001,-0.3753632858,0.5559130939,2021-01-08 06:08:25.336946
194,A080000298,M;S01;8,A080000001,-0.524807482,0.4905104741,2021-01-08 06:08:25.336946
195,A080000119,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
196,A080000142,F;S01;8,A080000001,-0.524807482,0.4905104741,2021-01-08 06:08:25.336946
197,A080000259,M;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
198,A080000498,F;S01;8,A080000001,-0.8613347467,0.3430008602,2021-01-08 06:08:25.336946
199,A080000207,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
200,A080000373,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
201,A080000047,F;S01;8,A080000001,0.3318924149,0.8038193982,2021-01-08 06:08:25.336946
202,A080000294,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
203,A080000104,F;S01;8,A080000001,-0.7542260869,0.3891468996,2021-01-08 06:08:25.336946
204,A080000267,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
205,A080000315,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
206,A080000133,M;S01;8,A080000001,-0.3753632858,0.5559130939,2021-01-08 06:08:25.336946
207,A080000006,F;S01;8,A080000001,0.3318924149,0.8038193982,2021-01-08 06:08:25.336946
208,A080000515,F;S01;8,A080000001,-0.3753632858,0.5559130939,2021-01-08 06:08:25.336946
209,A080000284,M;S01;8,A080000001,0.0233493948,0.7123264464,2021-01-08 06:08:25.336946
210,A080000387,F;S01;8,A080000001,-0.4185428181,0.5372087135,2021-01-08 06:08:25.336946
211,A080000082,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
212,A080000281,M;S01;8,A080000001,-0.3230663693,0.5782589491,2021-01-08 06:08:25.336946
213,A080000077,M;S01;8,A080000001,0.4069060413,0.8218984011,2021-01-08 06:08:25.336946
214,A080000482,M;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
215,A080000146,F;S01;8,A080000001,-0.7262493303,0.4013942366,2021-01-08 06:08:25.336946
216,A080000109,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
217,A080000172,M;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
218,A080000296,F;S01;8,A080000001,0.3318924149,0.8038193982,2021-01-08 06:08:25.336946
219,A080000328,F;S01;8,A080000001,-0.9188895883,0.3188853598,2021-01-08 06:08:25.336946
220,A080000435,M;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
221,A080000397,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
222,A080000134,M;S01;8,A080000001,-1.1901996119,0.2163455689,2021-01-08 06:08:25.336946
223,A080000122,M;S01;8,A080000001,-0.6040260885,0.4553972306,2021-01-08 06:08:25.336946
224,A080000355,M;S01;8,A080000001,0.1605150918,0.7564903741,2021-01-08 06:08:25.336946
225,A080000245,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
226,A080000131,F;S01;8,A080000001,0.0970565132,0.7367554872,2021-01-08 06:08:25.336946
227,A080000201,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
228,A080000341,F;S01;8,A080000001,-0.5887337088,0.4621804011,2021-01-08 06:08:25.336946
229,A080000292,M;S01;8,A080000001,0.1186613617,0.7436098049,2021-01-08 06:08:25.336946
230,A080000266,F;S01;8,A080000001,0.4634745877,0.8345334006,2021-01-08 06:08:25.336946
231,A080000197,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
232,A080000115,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
233,A080000723,F;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
234,A080000159,M;S01;8,A080000001,-0.281776991,0.5956114769,2021-01-08 06:08:25.336946
235,A080000367,M;S01;8,A080000001,-1.0690433312,0.2593967167,2021-01-08 06:08:25.336946
236,A080000126,M;S01;8,A080000001,0.0621869785,0.7253989358,2021-01-08 06:08:25.336946
237,A080000686,M;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
238,A080000529,M;S01;8,A080000001,-0.1882535802,0.6337493119,2021-01-08 06:08:25.336946
239,A080000056,M;S01;8,A080000001,0.1605150918,0.7564903741,2021-01-08 06:08:25.336946
240,A080000288,M;S01;8,A080000001,0.0233493948,0.7123264464,2021-01-08 06:08:25.336946
241,A080000021,M;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
242,A080000472,M;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
243,A080000428,M;S01;8,A080000001,-0.1601468779,0.6448461968,2021-01-08 06:08:25.336946
244,A080000149,F;S01;8,A080000001,0.1605150918,0.7564903741,2021-01-08 06:08:25.336946
245,A080000130,F;S01;8,A080000001,0.0621869785,0.7253989358,2021-01-08 06:08:25.336946
246,A080000372,F;S01;8,A080000001,-0.4185428181,0.5372087135,2021-01-08 06:08:25.336946
247,A080000538,F;S01;8,A080000001,0.0233493948,0.7123264464,2021-01-08 06:08:25.336946
248,A080000531,M;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
249,A080000407,F;S01;8,A080000001,0.1605150918,0.7564903741,2021-01-08 06:08:25.336946
250,A080000361,F;S01;8,A080000001,-0.5278467748,0.4891657365,2021-01-08 06:08:25.336946
251,A080000148,F;S01;8,A080000001,-1.2606728314,0.1938105465,2021-01-08 06:08:25.336946
252,A080000466,M;S01;8,A080000001,0.0233493948,0.7123264464,2021-01-08 06:08:25.336946
253,A080000038,M;S01;8,A080000001,0.4634745877,0.8345334006,2021-01-08 06:08:25.336946
254,A080000381,F;S01;8,A080000001,-1.5063437786,0.1308724553,2021-01-08 06:08:25.336946
255,A080000035,M;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
256,A080000512,M;S01;8,A080000001,-0.6919531164,0.4164826678,2021-01-08 06:08:25.336946
257,A080000307,M;S01;8,A080000001,-0.9188895883,0.3188853598,2021-01-08 06:08:25.336946
258,A080000395,F;S01;8,A080000001,0.1605150918,0.7564903741,2021-01-08 06:08:25.336946
259,A080000070,M;S01;8,A080000001,-0.7542260869,0.3891468996,2021-01-08 06:08:25.336946
260,A080000260,M;S01;8,A080000001,-0.3197961396,0.5796433126,2021-01-08 06:08:25.336946
261,A080000366,F;S01;8,A080000001,0.4069060413,0.8218984011,2021-01-08 06:08:25.336946
262,A080000340,F;S01;8,A080000001,0.8951636204,0.9069463435,2021-01-08 06:08:25.336946
263,A080001567,F;S01;8,A080000002,-0.0816468999,0.8234381248,2021-01-08 06:08:25.336946
264,A080001590,M;S01;8,A080000002,-1.5980157915,0.3379487702,2021-01-08 06:08:25.336946
265,A080001421,M;S01;8,A080000002,0.6148673341,0.9035373655,2021-01-08 06:08:25.336946
266,A080001411,F;S01;8,A080000002,0.1689810943,0.8576625658,2021-01-08 06:08:25.336946
267,A080001288,M;S01;8,A080000002,-0.3942129951,0.7684525954,2021-01-08 06:08:25.336946
268,A080000615,F;S01;8,A080000002,0.6148673341,0.9035373655,2021-01-08 06:08:25.336946
269,A080001728,F;S01;8,A080000002,-0.8255982505,0.5605451149,2021-01-08 06:08:25.336946
270,A080001750,F;S01;8,A080000002,0.1689810943,0.8576625658,2021-01-08 06:08:25.336946
271,A080001539,M;S01;8,A080000002,-0.432698787,0.7597188688,2021-01-08 06:08:25.336946
272,A080001267,F;S01;8,A080000002,-1.1016400302,0.4653154416,2021-01-08 06:08:25.336946
273,A080001094,M;S01;8,A080000002,0.1689810943,0.8576625658,2021-01-08 06:08:25.336946
274,A080000905,F;S01;8,A080000002,-0.0816468999,0.8234381248,2021-01-08 06:08:25.336946
275,A080000272,M;S01;8,A080000002,-0.3314489842,0.7812413816,2021-01-08 06:08:25.336946
276,A080001374,M;S01;8,A080000002,0.6148673341,0.9035373655,2021-01-08 06:08:25.336946
277,A080000824,F;S01;8,A080000002,-1.5980157915,0.3379487702,2021-01-08 06:08:25.336946
278,A080001528,F;S01;8,A080000002,0.6148673341,0.9035373655,2021-01-08 06:08:25.336946
279,A080001324,F;S01;8,A080000002,-1.2153815567,0.4349708568,2021-01-08 06:08:25.336946
280,A080000235,F;S01;8,A080000002,0.1689810943,0.8576625658,2021-01-08 06:08:25.336946
281,A080001475,F;S01;8,A080000002,0.6148673341,0.9035373655,2021-01-08 06:08:25.336946
