,learnerID,learnerProfile,testID,theta,realScore,Timestamp
176,A090000122,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
177,A090000424,M;S01;9,A090000001,-0.4921325411,0.2783242669,2021-01-08 06:08:25.336946
178,A090000648,F;S01;9,A090000001,0.0737411709,0.5723069565,2021-01-08 06:08:25.336946
179,A090000532,F;S01;9,A090000001,-0.9487467517,0.1999815092,2021-01-08 06:08:25.336946
180,A090000251,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
181,A090000518,F;S01;9,A090000001,-0.4677918113,0.2847126175,2021-01-08 06:08:25.336946
182,A090000483,M;S01;9,A090000001,0.1087642784,0.5903896629,2021-01-08 06:08:25.336946
183,A090000157,F;S01;9,A090000001,-0.031723402,0.5035104079,2021-01-08 06:08:25.336946
184,A090000626,F;S01;9,A090000001,-0.6792656774,0.238027622,2021-01-08 06:08:25.336946
185,A090000562,F;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
186,A090000621,M;S01;9,A090000001,-0.5313550674,0.268640624,2021-01-08 06:08:25.336946
187,A090000454,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
188,A090000104,F;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
189,A090000134,M;S01;9,A090000001,-0.2509142384,0.3588784717,2021-01-08 06:08:25.336946
190,A090000308,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
191,A090000292,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
192,A090000098,F;S01;9,A090000001,0.5554207269,0.7579745664,2021-01-08 06:08:25.336946
193,A090000381,M;S01;9,A090000001,0.2732483704,0.6607251603,2021-01-08 06:08:25.336946
194,A090000139,M;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
195,A090000546,F;S01;9,A090000001,0.5113222605,0.7442976584,2021-01-08 06:08:25.336946
196,A090000492,F;S01;9,A090000001,0.0975190883,0.584777163,2021-01-08 06:08:25.336946
197,A090000089,M;S01;9,A090000001,-0.5277582668,0.2694985099,2021-01-08 06:08:25.336946
198,A090000376,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
199,A090000538,M;S01;9,A090000001,0.0975190883,0.584777163,2021-01-08 06:08:25.336946
200,A090000111,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
201,A090000415,F;S01;9,A090000001,0.0060494955,0.5309239617,2021-01-08 06:08:25.336946
202,A090000110,M;S01;9,A090000001,-0.7379523393,0.2280727538,2021-01-08 06:08:25.336946
203,A090000351,M;S01;9,A090000001,-0.9487703967,0.1999789124,2021-01-08 06:08:25.336946
204,A090000522,F;S01;9,A090000001,0.6229431343,0.7777991945,2021-01-08 06:08:25.336946
205,A090000190,F;S01;9,A090000001,-0.1661971686,0.4035921416,2021-01-08 06:08:25.336946
206,A090000594,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
207,A090000491,F;S01;9,A090000001,0.0615339798,0.5655389395,2021-01-08 06:08:25.336946
208,A090000040,F;S01;9,A090000001,-0.4821008753,0.2809207772,2021-01-08 06:08:25.336946
209,A090000232,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
210,A090000284,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
211,A090000455,F;S01;9,A090000001,-0.7379523393,0.2280727538,2021-01-08 06:08:25.336946
212,A090000048,F;S01;9,A090000001,0.5113222605,0.7442976584,2021-01-08 06:08:25.336946
213,A090000654,F;S01;9,A090000001,0.0467137769,0.5569411047,2021-01-08 06:08:25.336946
214,A090000243,M;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
215,A090000499,F;S01;9,A090000001,0.5554207269,0.7579745664,2021-01-08 06:08:25.336946
216,A090000165,F;S01;9,A090000001,-0.7908039407,0.21999279,2021-01-08 06:08:25.336946
217,A090000369,F;S01;9,A090000001,-0.6357604998,0.246152619,2021-01-08 06:08:25.336946
218,A090000178,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
219,A090000400,M;S01;9,A090000001,0.3424122121,0.6867122651,2021-01-08 06:08:25.336946
220,A090000637,F;S01;9,A090000001,-0.9487703967,0.1999789124,2021-01-08 06:08:25.336946
221,A090000502,F;S01;9,A090000001,-0.7076497263,0.2330759589,2021-01-08 06:08:25.336946
222,A090000147,M;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
223,A090000591,F;S01;9,A090000001,0.3345240792,0.6838223452,2021-01-08 06:08:25.336946
224,A090000303,F;S01;9,A090000001,0.013943589,0.5362668955,2021-01-08 06:08:25.336946
225,A090000529,M;S01;9,A090000001,0.1282754575,0.5997639058,2021-01-08 06:08:25.336946
226,A090000300,M;S01;9,A090000001,-0.5659541122,0.2606842344,2021-01-08 06:08:25.336946
227,A090000183,M;S01;9,A090000001,-0.5798110428,0.257643022,2021-01-08 06:08:25.336946
228,A090000526,F;S01;9,A090000001,0.0978285229,0.5849338674,2021-01-08 06:08:25.336946
229,A090000248,M;S01;9,A090000001,-0.3329421481,0.3263203981,2021-01-08 06:08:25.336946
230,A090000278,M;S01;9,A090000001,-0.0483404962,0.4906719812,2021-01-08 06:08:25.336946
231,A090000597,F;S01;9,A090000001,-0.0805746741,0.4652236523,2021-01-08 06:08:25.336946
232,A090000578,M;S01;9,A090000001,0.7433555739,0.809748024,2021-01-08 06:08:25.336946
233,A090000200,F;S01;9,A090000001,0.4100010283,0.710735651,2021-01-08 06:08:25.336946
234,A090000090,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
235,A090000445,M;S01;9,A090000001,-0.2509142384,0.3588784717,2021-01-08 06:08:25.336946
236,A090000197,F;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
237,A090000431,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
238,A090000037,M;S01;9,A090000001,0.7377682048,0.8083624024,2021-01-08 06:08:25.336946
239,A090000510,M;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
240,A090000525,F;S01;9,A090000001,0.243765689,0.6491663798,2021-01-08 06:08:25.336946
241,A090000132,F;S01;9,A090000001,0.1038004447,0.587932669,2021-01-08 06:08:25.336946
242,A090000552,M;S01;9,A090000001,0.0978285229,0.5849338674,2021-01-08 06:08:25.336946
243,A090000443,F;S01;9,A090000001,0.3548303471,0.69122484,2021-01-08 06:08:25.336946
244,A090000161,F;S01;9,A090000001,-0.8064777824,0.2177436476,2021-01-08 06:08:25.336946
245,A090000007,F;S01;9,A090000001,0.3345240792,0.6838223452,2021-01-08 06:08:25.336946
246,A090000145,M;S01;9,A090000001,0.2391749528,0.6473372508,2021-01-08 06:08:25.336946
247,A090000333,F;S01;9,A090000001,-0.7076497263,0.2330759589,2021-01-08 06:08:25.336946
248,A090000389,M;S01;9,A090000001,-0.2222929196,0.3723661403,2021-01-08 06:08:25.336946
249,A090000536,F;S01;9,A090000001,0.5690751672,0.7620931227,2021-01-08 06:08:25.336946
250,A090000509,M;S01;9,A090000001,-0.1165666163,0.4375436694,2021-01-08 06:08:25.336946
251,A090000246,M;S01;9,A090000001,-0.4677918113,0.2847126175,2021-01-08 06:08:25.336946
252,A090000283,M;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
253,A090000619,F;S01;9,A090000001,-0.7086324782,0.2329092068,2021-01-08 06:08:25.336946
254,A090000011,F;S01;9,A090000001,-0.4821008753,0.2809207772,2021-01-08 06:08:25.336946
255,A090000632,M;S01;9,A090000001,-0.8756951167,0.2085403144,2021-01-08 06:08:25.336946
256,A090000465,M;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
257,A090000159,M;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
258,A090000472,M;S01;9,A090000001,0.7377682048,0.8083624024,2021-01-08 06:08:25.336946
259,A090000064,M;S01;9,A090000001,0.6229431343,0.7777991945,2021-01-08 06:08:25.336946
260,A090000034,F;S01;9,A090000001,0.3193741074,0.6782200722,2021-01-08 06:08:25.336946
261,A090000026,M;S01;9,A090000001,0.2899861859,0.6671524778,2021-01-08 06:08:25.336946
262,A090000327,F;S01;9,A090000001,0.0486109305,0.5580664046,2021-01-08 06:08:25.336946
263,A090000324,F;S01;9,A090000001,1.2224949001,0.8962695582,2021-01-08 06:08:25.336946
264,A090000210,M;S01;9,A090000001,-0.4045767784,0.3027924037,2021-01-08 06:08:25.336946
265,A090000087,F;S01;9,A090000001,-0.8756951167,0.2085403144,2021-01-08 06:08:25.336946
266,A090000355,F;S01;9,A090000001,-0.0040140312,0.5239088797,2021-01-08 06:08:25.336946
267,A090000576,M;S01;9,A090000001,0.243765689,0.6491663798,2021-01-08 06:08:25.336946
268,A090000347,F;S01;9,A090000001,-0.7086324782,0.2329092068,2021-01-08 06:08:25.336946
269,A090000059,M;S01;9,A090000001,-1.0054514469,0.1940494473,2021-01-08 06:08:25.336946
270,A090000203,M;S01;9,A090000001,-0.0228595952,0.510193252,2021-01-08 06:08:25.336946
271,A090000408,M;S01;9,A090000001,-0.6781676604,0.2382245505,2021-01-08 06:08:25.336946
272,A090000674,F;S01;9,A090000001,-1.0054601071,0.1940485848,2021-01-08 06:08:25.336946
273,A090000129,M;S01;9,A090000001,0.5113222605,0.7442976584,2021-01-08 06:08:25.336946
274,A090000572,F;S01;9,A090000001,0.7433555739,0.809748024,2021-01-08 06:08:25.336946
275,A090000127,F;S01;9,A090000001,-0.6357604998,0.246152619,2021-01-08 06:08:25.336946
276,A090000367,F;S01;9,A090000001,-0.2788155798,0.3469339994,2021-01-08 06:08:25.336946
277,A090000290,M;S01;9,A090000001,-0.2488697353,0.3597971538,2021-01-08 06:08:25.336946
278,A090000516,M;S01;9,A090000001,0.6229431343,0.7777991945,2021-01-08 06:08:25.336946
279,A090000331,M;S01;9,A090000001,1.0232205336,0.8675261027,2021-01-08 06:08:25.336946
280,A090000480,F;S01;9,A090000001,-0.1604574163,0.407208553,2021-01-08 06:08:25.336946
281,A090000452,M;S01;9,A090000001,0.2121880632,0.6364061924,2021-01-08 06:08:25.336946
